,Acetate,Propionate,Isobutyrate,Butyrate,Isovalerate,Valerate
Unassigned_s,-0.00131939013954252,-0.0033200406469404697,-0.008924047462642193,-0.004571828525513411,-0.011230177246034145,-0.007510323077440262
g_Methanobrevibacter_s,-0.01623087003827095,-0.02325919084250927,-0.009867299348115921,-0.023751186206936836,-0.009366474114358425,-0.02271817810833454
g_Methanosphaera_s_,-0.01383731048554182,-0.01123739406466484,-0.0071072508580982685,-0.0125811118632555,-0.004298636224120855,-0.008739798329770565
g_Methanothermobacter_s_tenebrarum,-0.004463371820747852,-0.005953533109277487,-0.007523383479565382,-0.0067073809914290905,-0.006664288695901632,-0.007729531265795231
Bacteria_s,-0.036646902561187744,-0.038607168942689896,-0.018329916521906853,-0.03609474375844002,-0.007949328050017357,-0.017756178975105286
Bacteria_p_c_o_f_g_s_,-0.006735768169164658,-0.006479116156697273,-0.012501132674515247,-0.007455994840711355,-0.011924929916858673,-0.002692082431167364
f_Actinomycetaceae_g_s_,0.002530457219108939,0.002976928371936083,0.003465245943516493,0.0006542130722664297,0.002506402088329196,0.0014107752358540893
g_Actinomyces_s,-0.0017129312036558986,0.002531004836782813,-0.002176930196583271,0.0010169836459681392,-0.002904612571001053,0.0013246684102341533
g_Actinomyces_s2,-0.030691323801875114,-0.031252939254045486,-0.018017880618572235,-0.031164836138486862,-0.012854990549385548,-0.017186490818858147
g_Varibaculum_s,-0.007754222024232149,-0.0056915078312158585,-0.011018668301403522,-0.008452598936855793,-0.01043760310858488,-0.006446153856813908
g_Corynebacterium_s_durum,-0.005047340411692858,-0.003347290912643075,0.00023124465951696038,-0.0037930624093860388,-0.0010893805883824825,-0.0005403489340096712
g_Corynebacterium_s_variabile,-0.009051000699400902,-0.007247920613735914,-0.012540916912257671,-0.008091828785836697,-0.01302284374833107,-0.004975182469934225
g_Rothia_s_mucilaginosa,-0.006556677632033825,-0.009016414172947407,-0.002995631890371442,-0.010320187546312809,-0.004995556548237801,-0.011429155245423317
f_Propionibacteriaceae_g_s_,0.011605408042669296,0.00807497650384903,0.005347711034119129,0.008385815657675266,0.0019885245710611343,3.351228588144295e-05
g_Bifidobacterium_s,0.001004754682071507,0.0014610124053433537,-0.006132624112069607,0.002019897336140275,-0.009924204088747501,-0.0026722464244812727
g_Bifidobacterium_s2,-0.017477115616202354,-0.020942097529768944,-0.004157586954534054,-0.018660008907318115,-0.0015481613809242845,-0.008666322566568851
g_Bifidobacterium_s_adolescentis,0.03303945064544678,0.036239489912986755,-0.0070658354088664055,0.03374665603041649,-0.00872813817113638,0.016068806871771812
g_Bifidobacterium_s_animalis,0.04002784565091133,0.041053127497434616,0.030262460932135582,0.03888452798128128,0.02272077649831772,0.022113054990768433
g_Bifidobacterium_s_bifidum,-0.0005649228696711361,-0.0014122697757557034,0.024595754221081734,-0.0007721006986685097,0.02802813984453678,0.012194517999887466
f_Coriobacteriaceae_s,-0.014924578368663788,-0.012518970295786858,-0.003135754493996501,-0.013617309741675854,0.0024597630836069584,-0.0017685950733721256
f_Coriobacteriaceae_g_s_,-0.006570218130946159,-0.0032302539329975843,-0.016394708305597305,-0.001781444065272808,-0.010121827945113182,-0.002382212784141302
g_Adlercreutzia_s_,-0.01816321723163128,-0.019445015117526054,-0.013766621239483356,-0.01842166855931282,-0.011977399699389935,-0.014009494334459305
g_Atopobium_s_,0.01608380861580372,0.012849046848714352,0.0035007682163268328,0.010360199958086014,-0.00307323201559484,0.004313552752137184
g_Collinsella_s_,0.01076988223940134,0.012743396684527397,0.009173879399895668,0.012715569697320461,0.0034523066133260727,0.004770840983837843
g_Collinsella_s_aerofaciens,-0.008505618199706078,-0.010001531802117825,-0.0020325640216469765,-0.005087100900709629,0.004035417456179857,0.004505618941038847
g_Collinsella_s_stercoris,-0.013880416750907898,-0.009502888657152653,0.0018250211142003536,-0.009761622175574303,0.0070209563709795475,0.010005880147218704
g_Eggerthella_s_lenta,-0.020557625219225883,-0.02124122716486454,0.012802503071725368,-0.0203449334949255,0.014962858520448208,-0.0051428829319775105
g_Olsenella_s_umbonata,0.0013221973786130548,0.007189944852143526,0.0005735254380851984,0.007688343990594149,0.004148637410253286,0.013197453692555428
g_Paraeggerthella_s_hongkongensis,-0.0005931368214078248,0.0022684817668050528,0.0013616905780509114,0.000711942499037832,0.0032561931293457747,0.003657455090433359
g_Slackia_s_,0.0015642049256712198,-0.0002376843913225457,-0.010688340291380882,-0.0016345143085345626,-0.016859957948327065,-0.01391487568616867
o_Bacteroidales_s,-0.003026470309123397,-0.0038329672534018755,-0.004370996728539467,-0.006967712659388781,-0.007984896190464497,-0.009128029458224773
